stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1180,,Grand Cinemas,,46.0569243133501,-118.356029391288,1,,,,,
1181,,Poplar @ 12th,,46.0597385289189,-118.350992202758,1,,,,,
1190,,Poplar @ 6th,,46.0632077083811,-118.342902660369,1,,,,,
1192,,Human Services,,46.0458670779029,-118.357453644275,1,,,,,
1193,,Dallas Military Rd @ N.E. Myra,,46.0434878075692,-118.364081382751,1,,,,,
1194,,N.E. Myra @ Fort Walla Walla,,46.0462710596371,-118.366396129131,1,,,,,
1195,,Poplar @ N.E. Myra,,46.0527995160376,-118.370416760444,1,,,,,
1196,,Poplar @ St Mary's Hospital (across from 7th),,46.0628447947733,-118.343133330345,1,,,,,
1200,,Lincoln High School,,46.059381176162,-118.337822556495,1,,,,,
197,,4th @ College Ave.,,46.045781,-118.38829,1,,,,,
404,,College Place High School,,46.031692,-118.388594,1,,,,,
505,,Son Bridge Community Center (call for pick-up),,46.041521,-118.368783,1,,,,,
707,,Assumption School (on school days),,46.067727,-118.290952,1,,,,,
350,,Rose St. N. @ Sumach,,46.075121,-118.332924,1,,,,,
351,,Main @ 6th,,46.064692,-118.344167,1,,,,,
352,,Main @ Spokane,,46.068699,-118.336726,1,,,,,
353,,Isaacs @ Clinton,,46.073791,-118.323044,1,,,,,
