trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
6ba57e7f-9c10-4573-8822-53eebe4206f6,19,fwsa,07:50:00,07:50:00,,0,0,1,1,96927.02395052167,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,0,fwsa,12:00:00,12:00:00,,0,0,1,1,0,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,1,3iuo,12:15:00,12:15:00,,0,0,1,1,21536.33717637628,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,2,icz6,12:20:00,12:20:00,,0,0,1,1,23690.27899025863,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,3,6wvr,12:25:00,12:25:00,,0,0,1,1,29887.618644144095,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,4,znyl,12:32:00,12:32:00,,0,0,1,1,37709.63170679832,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,5,f1tv,12:43:00,12:43:00,,0,0,1,1,47757.01690340304,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,6,xx84,12:45:00,12:45:00,,0,0,1,1,48831.93101900852,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,7,zv87,12:48:00,12:48:00,,0,0,1,1,50361.005529573464,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,8,irkp,12:50:00,12:50:00,,0,0,1,1,50966.21907248636,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,9,x3d2,12:51:00,12:51:00,,0,0,1,1,51540.719283290055,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,10,kpn0,12:53:00,12:53:00,,0,0,1,1,52033.8642394758,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,11,x4si,12:55:00,12:55:00,,0,0,1,1,52562.75306096036,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,12,wivd,13:05:00,13:05:00,,0,0,1,1,57576.53578250319,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,13,znyl,13:10:00,13:10:00,,0,0,1,1,59493.33071236328,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,14,6wvr,13:15:00,13:15:00,,0,0,1,1,67315.34377501752,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,15,icz6,13:25:00,13:25:00,,0,0,1,1,73512.68342890305,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,16,3iuo,13:28:00,13:28:00,,0,0,1,1,75666.62524278536,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,17,4xc1,13:40:00,13:40:00,,0,0,1,1,85214.12277600967,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,18,61es,13:47:00,13:47:00,,0,0,1,1,95861.66493924065,
967f1160-f365-4d8a-b008-6d8da0ddaf8e,19,fwsa,13:50:00,13:50:00,,0,0,1,1,96927.02395052167,
86291de4-c2ff-4663-a79f-3faa14188843,0,fwsa,08:00:00,08:00:00,,0,0,1,1,0,
86291de4-c2ff-4663-a79f-3faa14188843,1,3iuo,08:15:00,08:15:00,,0,0,1,1,21538.34747653736,
86291de4-c2ff-4663-a79f-3faa14188843,2,icz6,08:20:00,08:20:00,,0,0,1,1,23692.28929041971,
86291de4-c2ff-4663-a79f-3faa14188843,3,6wvr,08:25:00,08:25:00,,0,0,1,1,29889.628944305176,
86291de4-c2ff-4663-a79f-3faa14188843,4,znyl,08:32:00,08:32:00,,0,0,1,1,37711.6420069594,
86291de4-c2ff-4663-a79f-3faa14188843,5,f1tv,08:43:00,08:43:00,,0,0,1,1,47759.02071055879,
86291de4-c2ff-4663-a79f-3faa14188843,6,xx84,08:52:00,08:52:00,,0,0,1,1,48833.93482616427,
86291de4-c2ff-4663-a79f-3faa14188843,7,zv87,08:55:00,08:55:00,,0,0,1,1,50363.009336729214,
86291de4-c2ff-4663-a79f-3faa14188843,8,irkp,08:57:00,08:57:00,,0,0,1,1,50968.22287964211,
86291de4-c2ff-4663-a79f-3faa14188843,9,x3d2,08:58:00,08:58:00,,0,0,1,1,51542.723090445805,
86291de4-c2ff-4663-a79f-3faa14188843,10,kpn0,08:59:00,08:59:00,,0,0,1,1,52035.86804663155,
86291de4-c2ff-4663-a79f-3faa14188843,11,f1tv,09:06:00,09:06:00,,0,0,1,1,53679.395818038,
86291de4-c2ff-4663-a79f-3faa14188843,12,xx84,09:09:00,09:09:00,,0,0,1,1,54754.30993364348,
86291de4-c2ff-4663-a79f-3faa14188843,13,zv87,09:10:00,09:10:00,,0,0,1,1,56283.38444420842,
86291de4-c2ff-4663-a79f-3faa14188843,14,irkp,09:11:00,09:11:00,,0,0,1,1,56889.117403891854,
86291de4-c2ff-4663-a79f-3faa14188843,15,x3d2,09:12:00,09:12:00,,0,0,1,1,57463.61761469555,
86291de4-c2ff-4663-a79f-3faa14188843,16,kpn0,09:13:00,09:13:00,,0,0,1,1,57956.92821204459,
86291de4-c2ff-4663-a79f-3faa14188843,17,x4si,09:15:00,09:15:00,,0,0,1,1,58485.81703352915,
86291de4-c2ff-4663-a79f-3faa14188843,18,wivd,09:20:00,09:20:00,,0,0,1,1,63499.599755071984,
86291de4-c2ff-4663-a79f-3faa14188843,19,icz6,09:25:00,09:25:00,,0,0,1,1,63783.7193782919,
86291de4-c2ff-4663-a79f-3faa14188843,20,3iuo,09:28:00,09:28:00,,0,0,1,1,65937.66119217423,
86291de4-c2ff-4663-a79f-3faa14188843,21,v5bq,09:40:00,09:40:00,,0,0,1,1,75669.73101466491,
86291de4-c2ff-4663-a79f-3faa14188843,22,61es,09:47:00,09:47:00,,0,0,1,1,86607.44096020192,
86291de4-c2ff-4663-a79f-3faa14188843,23,fwsa,09:50:00,09:50:00,,0,0,1,1,87672.79818773957,
1f2b228e-fd44-443a-85e3-fe184e756abf,0,fwsa,10:00:00,10:00:00,,0,0,1,1,0,
1f2b228e-fd44-443a-85e3-fe184e756abf,1,3iuo,10:15:00,10:15:00,,0,0,1,1,21538.34747653736,
1f2b228e-fd44-443a-85e3-fe184e756abf,2,icz6,10:20:00,10:20:00,,0,0,1,1,23692.28929041971,
1f2b228e-fd44-443a-85e3-fe184e756abf,3,6wvr,10:25:00,10:25:00,,0,0,1,1,29889.628944305176,
1f2b228e-fd44-443a-85e3-fe184e756abf,4,znyl,10:32:00,10:32:00,,0,0,1,1,37711.6420069594,
1f2b228e-fd44-443a-85e3-fe184e756abf,5,f1tv,10:43:00,10:43:00,,0,0,1,1,47759.02071055879,
1f2b228e-fd44-443a-85e3-fe184e756abf,6,xx84,10:52:00,10:52:00,,0,0,1,1,48833.93482616427,
1f2b228e-fd44-443a-85e3-fe184e756abf,7,zv87,10:55:00,10:55:00,,0,0,1,1,50363.009336729214,
1f2b228e-fd44-443a-85e3-fe184e756abf,8,irkp,10:57:00,10:57:00,,0,0,1,1,50968.22287964211,
1f2b228e-fd44-443a-85e3-fe184e756abf,9,x3d2,10:58:00,10:58:00,,0,0,1,1,51542.723090445805,
1f2b228e-fd44-443a-85e3-fe184e756abf,10,kpn0,10:59:00,10:59:00,,0,0,1,1,52035.86804663155,
1f2b228e-fd44-443a-85e3-fe184e756abf,11,f1tv,11:06:00,11:06:00,,0,0,1,1,53679.395818038,
1f2b228e-fd44-443a-85e3-fe184e756abf,12,xx84,11:09:00,11:09:00,,0,0,1,1,54754.30993364348,
1f2b228e-fd44-443a-85e3-fe184e756abf,13,zv87,11:10:00,11:10:00,,0,0,1,1,56283.38444420842,
1f2b228e-fd44-443a-85e3-fe184e756abf,14,irkp,11:11:00,11:11:00,,0,0,1,1,56889.117403891854,
1f2b228e-fd44-443a-85e3-fe184e756abf,15,x3d2,11:12:00,11:12:00,,0,0,1,1,57463.61761469555,
1f2b228e-fd44-443a-85e3-fe184e756abf,16,kpn0,11:13:00,11:13:00,,0,0,1,1,57956.92821204459,
1f2b228e-fd44-443a-85e3-fe184e756abf,17,x4si,11:15:00,11:15:00,,0,0,1,1,58485.81703352915,
1f2b228e-fd44-443a-85e3-fe184e756abf,18,wivd,11:20:00,11:20:00,,0,0,1,1,63499.599755071984,
1f2b228e-fd44-443a-85e3-fe184e756abf,19,icz6,11:25:00,11:25:00,,0,0,1,1,63783.7193782919,
1f2b228e-fd44-443a-85e3-fe184e756abf,20,3iuo,11:28:00,11:28:00,,0,0,1,1,65937.66119217423,
1f2b228e-fd44-443a-85e3-fe184e756abf,21,v5bq,11:40:00,11:40:00,,0,0,1,1,75669.73101466491,
1f2b228e-fd44-443a-85e3-fe184e756abf,22,61es,11:47:00,11:47:00,,0,0,1,1,86607.44096020192,
1f2b228e-fd44-443a-85e3-fe184e756abf,23,fwsa,11:50:00,11:50:00,,0,0,1,1,87672.79818773957,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,0,fwsa,16:00:00,16:00:00,,0,0,1,1,0,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,1,3iuo,16:15:00,16:15:00,,0,0,1,1,21538.34747653736,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,2,icz6,16:20:00,16:20:00,,0,0,1,1,23692.28929041971,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,3,6wvr,16:25:00,16:25:00,,0,0,1,1,29889.628944305176,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,4,znyl,16:32:00,16:32:00,,0,0,1,1,37711.6420069594,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,5,f1tv,16:43:00,16:43:00,,0,0,1,1,47759.02071055879,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,6,xx84,16:52:00,16:52:00,,0,0,1,1,48833.93482616427,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,7,zv87,16:55:00,16:55:00,,0,0,1,1,50363.009336729214,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,8,irkp,16:57:00,16:57:00,,0,0,1,1,50968.22287964211,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,9,x3d2,16:58:00,16:58:00,,0,0,1,1,51542.723090445805,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,10,kpn0,16:59:00,16:59:00,,0,0,1,1,52035.86804663155,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,11,f1tv,17:06:00,17:06:00,,0,0,1,1,53679.395818038,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,12,xx84,17:09:00,17:09:00,,0,0,1,1,54754.30993364348,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,13,zv87,17:10:00,17:10:00,,0,0,1,1,56283.38444420842,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,14,irkp,17:11:00,17:11:00,,0,0,1,1,56889.117403891854,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,15,x3d2,17:12:00,17:12:00,,0,0,1,1,57463.61761469555,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,16,kpn0,17:13:00,17:13:00,,0,0,1,1,57956.92821204459,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,17,x4si,17:15:00,17:15:00,,0,0,1,1,58485.81703352915,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,18,wivd,17:20:00,17:20:00,,0,0,1,1,63499.599755071984,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,19,icz6,17:25:00,17:25:00,,0,0,1,1,63783.7193782919,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,20,3iuo,17:28:00,17:28:00,,0,0,1,1,65937.66119217423,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,21,v5bq,17:40:00,17:40:00,,0,0,1,1,75669.73101466491,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,22,61es,17:47:00,17:47:00,,0,0,1,1,86607.44096020192,
addd3571-c56c-4adf-aa2f-054b69b0c6a8,23,fwsa,17:50:00,17:50:00,,0,0,1,1,87672.79818773957,
be4a16b6-1849-415a-a5f6-7615654c6f80,0,fwsa,14:00:00,14:00:00,,0,0,1,1,0,
be4a16b6-1849-415a-a5f6-7615654c6f80,1,3iuo,14:15:00,14:15:00,,0,0,1,1,21538.34747653736,
be4a16b6-1849-415a-a5f6-7615654c6f80,2,icz6,14:20:00,14:20:00,,0,0,1,1,23692.28929041971,
be4a16b6-1849-415a-a5f6-7615654c6f80,3,6wvr,14:25:00,14:25:00,,0,0,1,1,29889.628944305176,
be4a16b6-1849-415a-a5f6-7615654c6f80,4,znyl,14:32:00,14:32:00,,0,0,1,1,37711.6420069594,
be4a16b6-1849-415a-a5f6-7615654c6f80,5,f1tv,14:43:00,14:43:00,,0,0,1,1,47759.02071055879,
be4a16b6-1849-415a-a5f6-7615654c6f80,6,xx84,14:52:00,14:52:00,,0,0,1,1,48833.93482616427,
be4a16b6-1849-415a-a5f6-7615654c6f80,7,zv87,14:55:00,14:55:00,,0,0,1,1,50363.009336729214,
be4a16b6-1849-415a-a5f6-7615654c6f80,8,irkp,14:57:00,14:57:00,,0,0,1,1,50968.22287964211,
be4a16b6-1849-415a-a5f6-7615654c6f80,9,x3d2,14:58:00,14:58:00,,0,0,1,1,51542.723090445805,
be4a16b6-1849-415a-a5f6-7615654c6f80,10,kpn0,14:59:00,14:59:00,,0,0,1,1,52035.86804663155,
be4a16b6-1849-415a-a5f6-7615654c6f80,11,f1tv,15:06:00,15:06:00,,0,0,1,1,53679.395818038,
be4a16b6-1849-415a-a5f6-7615654c6f80,12,xx84,15:09:00,15:09:00,,0,0,1,1,54754.30993364348,
be4a16b6-1849-415a-a5f6-7615654c6f80,13,zv87,15:10:00,15:10:00,,0,0,1,1,56283.38444420842,
be4a16b6-1849-415a-a5f6-7615654c6f80,14,irkp,15:11:00,15:11:00,,0,0,1,1,56889.117403891854,
be4a16b6-1849-415a-a5f6-7615654c6f80,15,x3d2,15:12:00,15:12:00,,0,0,1,1,57463.61761469555,
be4a16b6-1849-415a-a5f6-7615654c6f80,16,kpn0,15:13:00,15:13:00,,0,0,1,1,57956.92821204459,
be4a16b6-1849-415a-a5f6-7615654c6f80,17,x4si,15:15:00,15:15:00,,0,0,1,1,58485.81703352915,
be4a16b6-1849-415a-a5f6-7615654c6f80,18,wivd,15:20:00,15:20:00,,0,0,1,1,63499.599755071984,
be4a16b6-1849-415a-a5f6-7615654c6f80,19,icz6,15:25:00,15:25:00,,0,0,1,1,63783.7193782919,
be4a16b6-1849-415a-a5f6-7615654c6f80,20,3iuo,15:28:00,15:28:00,,0,0,1,1,65937.66119217423,
be4a16b6-1849-415a-a5f6-7615654c6f80,21,v5bq,15:40:00,15:40:00,,0,0,1,1,75669.73101466491,
be4a16b6-1849-415a-a5f6-7615654c6f80,22,61es,15:47:00,15:47:00,,0,0,1,1,86607.44096020192,
be4a16b6-1849-415a-a5f6-7615654c6f80,23,fwsa,15:50:00,15:50:00,,0,0,1,1,87672.79818773957,
B1,0,fwsa,06:02:00,06:02:00,,0,0,,,0,
B1,1,zfav,06:05:00,06:05:00,,3,3,,,1255.0917270806042,
B1,2,8d23,06:10:00,06:10:00,,3,3,,,5399.576994752335,
B1,3,grhv,06:17:00,06:17:00,,0,0,1,1,10548.787896407295,
B1,4,f42j,06:28:00,06:28:00,,0,0,1,1,11943.146160072787,
B1,5,z32m,06:37:00,06:37:00,,0,0,,,19999.446105795734,
B1,6,li2j,06:46:00,06:46:00,,3,3,,,29327.70933202049,
B1,7,yaa7,06:55:00,06:55:00,,0,0,1,1,33722.615021357786,
B1,8,9xa8,07:03:00,07:03:00,,3,3,,,34768.00542941477,
B1,9,65wf,07:05:00,07:05:00,,0,0,,,37886.52252646502,
B1,10,8g7r,07:08:00,07:08:00,,0,0,,,38692.6663432581,
B1,11,8j9v,07:12:00,07:12:00,,0,0,,,41078.06135895991,
B1,12,qk1j,07:18:00,07:18:00,,0,0,,,44008.14386425484,
B1,13,a1vl,07:26:00,07:26:00,,0,0,,,51534.85919793305,
B1,14,96fm,07:33:00,07:33:00,,0,0,,,55471.24472886169,
B1,15,dvhp,07:42:00,07:42:00,,0,0,,,63046.73874708332,
B1,16,02eh,07:47:00,07:47:00,,0,0,,,69331.9581003298,
B1,17,fwsa,07:50:00,07:50:00,,0,0,,,70197.43919734097,
B2,0,fwsa,08:02:00,08:02:00,,0,0,,,0,
B2,1,zfav,08:05:00,08:05:00,,3,3,,,1255.0917270806042,
B2,2,8d23,08:10:00,08:10:00,,3,3,,,5399.576994752335,
B2,3,grhv,08:17:00,08:17:00,,0,0,1,1,10548.787896407295,
B2,4,f42j,08:28:00,08:28:00,,0,0,1,1,11943.146160072787,
B2,5,z32m,08:37:00,08:37:00,,0,0,,,19999.446105795734,
B2,6,li2j,08:46:00,08:46:00,,3,3,,,29327.70933202049,
B2,7,yaa7,08:55:00,08:55:00,,0,0,1,1,33722.615021357786,
B2,8,9xa8,09:03:00,09:03:00,,3,3,,,34768.00542941477,
B2,9,65wf,09:05:00,09:05:00,,0,0,,,37886.52252646502,
B2,10,8g7r,09:08:00,09:08:00,,0,0,,,38692.6663432581,
B2,11,8j9v,09:12:00,09:12:00,,0,0,,,41078.06135895991,
B2,12,qk1j,09:18:00,09:18:00,,0,0,,,44008.14386425484,
B2,13,a1vl,09:26:00,09:26:00,,0,0,,,51534.85919793305,
B2,14,96fm,09:33:00,09:33:00,,0,0,,,55471.24472886169,
B2,15,dvhp,09:42:00,09:42:00,,0,0,,,63046.73874708332,
B2,16,02eh,09:47:00,09:47:00,,0,0,,,69331.9581003298,
B2,17,fwsa,09:50:00,09:50:00,,0,0,,,70197.43919734097,
B4,0,fwsa,12:02:00,12:02:00,,0,0,,,0,
B4,1,zfav,12:05:00,12:05:00,,3,3,,,1255.0917270806042,
B4,2,8d23,12:10:00,12:10:00,,3,3,,,5399.576994752335,
B4,3,grhv,12:17:00,12:17:00,,0,0,1,1,10548.787896407295,
B4,4,f42j,12:28:00,12:28:00,,0,0,1,1,11943.146160072787,
B4,5,z32m,12:37:00,12:37:00,,0,0,,,19999.446105795734,
B4,6,li2j,12:46:00,12:46:00,,3,3,,,29327.70933202049,
B4,7,yaa7,12:55:00,12:55:00,,0,0,1,1,33722.615021357786,
B4,8,9xa8,13:03:00,13:03:00,,3,3,,,34768.00542941477,
B4,9,65wf,13:05:00,13:05:00,,0,0,,,37886.52252646502,
B4,10,8g7r,13:08:00,13:08:00,,0,0,,,38692.6663432581,
B4,11,8j9v,13:12:00,13:12:00,,0,0,,,41078.06135895991,
B4,12,qk1j,13:18:00,13:18:00,,0,0,,,44008.14386425484,
B4,13,a1vl,13:26:00,13:26:00,,0,0,,,51534.85919793305,
B4,14,96fm,13:33:00,13:33:00,,0,0,,,55471.24472886169,
B4,15,dvhp,13:42:00,13:42:00,,0,0,,,63046.73874708332,
B4,16,02eh,13:47:00,13:47:00,,0,0,,,69331.9581003298,
B4,17,fwsa,13:50:00,13:50:00,,0,0,,,70197.43919734097,
B3,0,fwsa,10:02:00,10:02:00,,0,0,,,0,
B3,1,zfav,10:05:00,10:05:00,,3,3,,,1255.0917270806042,
B3,2,8d23,10:10:00,10:10:00,,3,3,,,5399.576994752335,
B3,3,grhv,10:17:00,10:17:00,,0,0,1,1,10548.787896407295,
B3,4,f42j,10:28:00,10:28:00,,0,0,1,1,11943.146160072787,
B3,5,z32m,10:37:00,10:37:00,,0,0,,,19999.446105795734,
B3,6,li2j,10:46:00,10:46:00,,3,3,,,29327.70933202049,
B3,7,yaa7,10:55:00,10:55:00,,0,0,1,1,33722.615021357786,
B3,8,9xa8,11:03:00,11:03:00,,3,3,,,34768.00542941477,
B3,9,65wf,11:05:00,11:05:00,,0,0,,,37886.52252646502,
B3,10,8g7r,11:08:00,11:08:00,,0,0,,,38692.6663432581,
B3,11,8j9v,11:12:00,11:12:00,,0,0,,,41078.06135895991,
B3,12,qk1j,11:18:00,11:18:00,,0,0,,,44008.14386425484,
B3,13,a1vl,11:26:00,11:26:00,,0,0,,,51534.85919793305,
B3,14,96fm,11:33:00,11:33:00,,0,0,,,55471.24472886169,
B3,15,dvhp,11:42:00,11:42:00,,0,0,,,63046.73874708332,
B3,16,02eh,11:47:00,11:47:00,,0,0,,,69331.9581003298,
B3,17,fwsa,11:50:00,11:50:00,,0,0,,,70197.43919734097,
B6,0,fwsa,16:02:00,16:02:00,,0,0,,,0,
B6,1,zfav,16:05:00,16:05:00,,3,3,,,1255.0917270806042,
B6,2,8d23,16:10:00,16:10:00,,3,3,,,5399.576994752335,
B6,3,grhv,16:17:00,16:17:00,,0,0,1,1,10548.787896407295,
B6,4,f42j,16:28:00,16:28:00,,0,0,1,1,11943.146160072787,
B6,5,z32m,16:37:00,16:37:00,,0,0,,,19999.446105795734,
B6,6,li2j,16:46:00,16:46:00,,3,3,,,29327.70933202049,
B6,7,yaa7,16:55:00,16:55:00,,0,0,1,1,33722.615021357786,
B6,8,9xa8,17:03:00,17:03:00,,3,3,,,34768.00542941477,
B6,9,65wf,17:05:00,17:05:00,,0,0,,,37886.52252646502,
B6,10,8g7r,17:08:00,17:08:00,,0,0,,,38692.6663432581,
B6,11,8j9v,17:12:00,17:12:00,,0,0,,,41078.06135895991,
B6,12,qk1j,17:18:00,17:18:00,,0,0,,,44008.14386425484,
B6,13,a1vl,17:26:00,17:26:00,,0,0,,,51534.85919793305,
B6,14,96fm,17:33:00,17:33:00,,0,0,,,55471.24472886169,
B6,15,dvhp,17:42:00,17:42:00,,0,0,,,63046.73874708332,
B6,16,02eh,17:47:00,17:47:00,,0,0,,,69331.9581003298,
B6,17,fwsa,17:50:00,17:50:00,,0,0,,,70197.43919734097,
B5,0,fwsa,14:02:00,14:02:00,,0,0,,,0,
B5,1,zfav,14:05:00,14:05:00,,3,3,,,1255.0917270806042,
B5,2,8d23,14:10:00,14:10:00,,3,3,,,5399.576994752335,
B5,3,grhv,14:17:00,14:17:00,,0,0,1,1,10548.787896407295,
B5,4,f42j,14:28:00,14:28:00,,0,0,1,1,11943.146160072787,
B5,5,z32m,14:37:00,14:37:00,,0,0,,,19999.446105795734,
B5,6,li2j,14:46:00,14:46:00,,3,3,,,29327.70933202049,
B5,7,yaa7,14:55:00,14:55:00,,0,0,1,1,33722.615021357786,
B5,8,9xa8,15:03:00,15:03:00,,3,3,,,34768.00542941477,
B5,9,65wf,15:05:00,15:05:00,,0,0,,,37886.52252646502,
B5,10,8g7r,15:08:00,15:08:00,,0,0,,,38692.6663432581,
B5,11,8j9v,15:12:00,15:12:00,,0,0,,,41078.06135895991,
B5,12,qk1j,15:18:00,15:18:00,,0,0,,,44008.14386425484,
B5,13,a1vl,15:26:00,15:26:00,,0,0,,,51534.85919793305,
B5,14,96fm,15:33:00,15:33:00,,0,0,,,55471.24472886169,
B5,15,dvhp,15:42:00,15:42:00,,0,0,,,63046.73874708332,
B5,16,02eh,15:47:00,15:47:00,,0,0,,,69331.9581003298,
B5,17,fwsa,15:50:00,15:50:00,,0,0,,,70197.43919734097,
