shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
3601_shp,41.177100000000003,-73.416439999999994,56,33766.060666999998
3601_shp,41.179810000000003,-73.416020000000003,57,34760.226328999997
3601_shp,41.181190000000001,-73.416120000000006,58,35263.798236000002
3601_shp,41.181480000000001,-73.415869999999998,59,35389.897894000002
3601_shp,41.181579999999997,-73.416049999999998,60,35451.401983000003
3601_shp,41.182079999999999,-73.416920000000005,61,35752.308233000003
3601_shp,41.185090000000002,-73.420559999999995,62,37237.824948000001
3601_shp,41.185090000000002,-73.420559999999995,63,37237.824948000001
3601_shp,41.181989999999999,-73.416799999999995,64,38769.833804000002
3601_shp,41.18186,-73.416579999999996,65,38846.717958000001
3601_shp,41.180709999999998,-73.414330000000007,66,39594.511875999997
3601_shp,41.180230000000002,-73.412270000000007,67,40187.945399999997
3601_shp,41.180230000000002,-73.412270000000007,68,40187.945399999997
3601_shp,41.180709999999998,-73.414330000000007,69,40781.378922999997
3601_shp,41.181579999999997,-73.416049999999998,70,41351.173129000003
3601_shp,41.181460000000001,-73.41619,71,41409.456532999997
3601_shp,41.181179999999998,-73.416259999999994,72,41513.281588999998
3601_shp,41.180590000000002,-73.416049999999998,73,41735.891877000002
3601_shp,41.179810000000003,-73.416020000000003,74,42020.213829
3601_shp,41.177100000000003,-73.416439999999994,75,43014.379492
3601_shp,41.17407,-73.416629999999998,76,44119.632457
3601_shp,41.169530000000002,-73.416219999999996,77,45777.678239000001
3601_shp,41.168939999999999,-73.416229999999999,78,45992.668758
3601_shp,41.168399999999998,-73.416399999999996,79,46194.914303999998
3601_shp,41.168399999999998,-73.416399999999996,80,46194.914303999998
3601_shp,41.16357,-73.418769999999995,81,48071.865016999996
3601_shp,41.162370000000003,-73.418999999999997,82,48513.660349999998
3601_shp,41.160559999999997,-73.418949999999995,83,49173.296256000001
3601_shp,41.159790000000001,-73.419169999999994,84,49460.319631999999
3601_shp,41.159120000000001,-73.419669999999996,85,49740.591070000002
3601_shp,41.156230000000001,-73.423090000000002,86,51153.306915000001
3601_shp,41.155410000000003,-73.423789999999997,87,51508.871455
3601_shp,41.155230000000003,-73.423879999999997,88,51578.983108
3601_shp,41.153460000000003,-73.424449999999993,89,52242.728602000003
3601_shp,41.151260000000001,-73.424959999999999,90,53056.531921000002
3601_shp,41.149839999999998,-73.425579999999997,91,53601.370497000004
3601_shp,41.149839999999998,-73.425579999999997,92,53601.370497000004
3601_shp,41.148339999999997,-73.426090000000002,93,54165.670201000001
3601_shp,41.148339999999997,-73.426090000000002,94,54165.670201000001
3601_shp,41.147190000000002,-73.426379999999995,95,54592.228015000001
3601_shp,41.146250000000002,-73.426410000000004,96,54934.825503
3601_shp,41.146250000000002,-73.426410000000004,97,54934.825503
3601_shp,41.14481,-73.426299999999998,98,55460.376929999999
3601_shp,41.143529999999998,-73.425899999999999,99,55939.593126
3601_shp,41.143509999999999,-73.426159999999996,100,56011.575891
3601_shp,41.143439999999998,-73.427959999999999,101,56508.013843000001
3601_shp,41.143610000000002,-73.428129999999996,102,56585.661563000001
3601_shp,41.144480000000001,-73.428079999999994,103,56902.953103
3601_shp,41.144480000000001,-73.428079999999994,104,56902.953103
3601_shp,41.143610000000002,-73.428129999999996,105,57220.244643999999
3601_shp,41.143439999999998,-73.427959999999999,106,57297.892363999999
3601_shp,41.143529999999998,-73.425899999999999,107,57866.234439
3601_shp,41.143529999999998,-73.425899999999999,108,57866.234439
3601_shp,41.1434,-73.427800000000005,109,58391.699549999998
3601_shp,41.143520000000002,-73.428089999999997,110,58482.759393
3601_shp,41.146599999999999,-73.427970000000002,111,59605.472622000001
3601_shp,41.146599999999999,-73.427970000000002,112,59605.472622000001
3601_shp,41.149859999999997,-73.427750000000003,113,60794.828978999998
3601_shp,41.150790000000001,-73.427319999999995,114,61153.781232000001
3601_shp,41.15175,-73.427660000000003,115,61515.882855000003
3601_shp,41.152569999999997,-73.427180000000007,116,61842.595271999999
3601_shp,41.152569999999997,-73.427180000000007,117,61842.595271999999
3601_shp,41.152850000000001,-73.427009999999996,118,61954.845405
3601_shp,41.153320000000001,-73.426860000000005,119,62131.006421999999
3601_shp,41.153320000000001,-73.426860000000005,120,62131.006421999999
3601_shp,41.153739999999999,-73.426749999999998,121,62287.007074000001
3601_shp,41.155450000000002,-73.425690000000003,122,62975.055273999998
3601_shp,41.155450000000002,-73.425830000000005,123,63013.609106999997
3601_shp,41.155479999999997,-73.426779999999994,124,63275.452598999997
3601_shp,41.155389999999997,-73.426919999999996,125,63326.066232999998
3601_shp,41.15081,-73.430340000000001,126,65242.277417999998
3601_shp,41.14913,-73.431280000000001,127,65906.894881999993
3601_shp,41.148119999999999,-73.431640000000002,128,66288.020531000002
3601_shp,41.146970000000003,-73.431889999999996,129,66712.653470000005
3601_shp,41.14575,-73.431979999999996,130,67157.862510999999
3601_shp,41.144889999999997,-73.431899999999999,131,67471.985264000003
3601_shp,41.143880000000003,-73.431709999999995,132,67843.690411999996
3601_shp,41.132170000000002,-73.428799999999995,133,72184.976783000006
3601_shp,41.128329999999998,-73.427700000000002,134,73616.554369999998
3601_shp,41.126849999999997,-73.426969999999997,135,74192.087383000006
3601_shp,41.124980000000001,-73.425730000000001,136,74954.287074000007
3601_shp,41.12323,-73.424250000000001,137,75711.147884999998
3601_shp,41.120460000000001,-73.421660000000003,138,76947.217292999994
3601_shp,41.119549999999997,-73.420919999999995,139,77336.458304999993
3601_shp,41.118429999999996,-73.42022,140,77787.823864999998
3601_shp,41.117100000000001,-73.419640000000001,141,78298.091948999994
3601_shp,41.115720000000003,-73.419280000000001,142,78810.596896999996
3601_shp,41.114440000000002,-73.419139999999999,143,79278.567150999996
3601_shp,41.113169999999997,-73.4191,144,79741.432193999994
3601_shp,41.10989,-73.419200000000004,145,80936.841367000001
3601_shp,41.109450000000002,-73.419139999999999,146,81098.008872000006
3601_shp,41.108629999999998,-73.419259999999994,147,81398.606180999996
3601_shp,41.105930000000001,-73.420500000000004,148,82440.032116000002
3601_shp,41.105269999999997,-73.420919999999995,149,82706.914686999997
3601_shp,41.104979999999998,-73.421409999999995,150,82878.381859000001
3601_shp,41.104959999999998,-73.421970000000002,151,83032.88738
3601_shp,41.105269999999997,-73.422489999999996,152,83215.357738000006
3601_shp,41.105699999999999,-73.42259,153,83374.436579000001
3601_shp,41.105879999999999,-73.422520000000006,154,83442.799220999994
3601_shp,41.106119999999997,-73.422269999999997,155,83554.126000999997
3601_shp,41.106310000000001,-73.421700000000001,156,83725.790435999996
