shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8619c100-9480-4b5f-aab6-74496f51c774,42.259513,-71.463991,24,13133.67
1f102e1d-337c-472b-ba5f-3437712873c4,42.3289340632519,-71.6202528250368,13,4752.53
8a448b46-7ed8-4419-a606-0318b8f93218,42.311931539293,-71.2629611052848,20,11619.24
371129da-ba0e-40d0-b030-3ad21c7f910f,42.2854500881106,-71.3477564661358,51,13161.54
a109327d-cbec-46e6-a60a-61463d171af5,42.343861898414,-71.5629380382858,61,21762.17
9c274123-cd90-4982-99b6-992e666e2299,42.2900634878912,-71.4286653058926,6,1882.53
8a9da81a-4ee3-49f1-b6ad-12c629d12294,42.3045997205138,-71.5218519581468,15,6573.32
a7dc8aea-c0f1-42e9-a643-7c8a13b73c85,42.2838032116772,-71.3387522899361,85,20572.37
068e1932-0d2b-4c84-84cd-94a46b344fc3,42.2415436650243,-71.4327342172107,28,14131.89
8a448b46-7ed8-4419-a606-0318b8f93218,42.3147304245669,-71.2668784717845,22,12138.03
9c274123-cd90-4982-99b6-992e666e2299,42.3440483119517,-71.5577560101602,75,25020.61
2283e8cc-e928-46e1-b32a-85562bbb5478,42.294971930681,-71.3817226220204,8,3847.18
2a11abaf-10b6-4b2f-9017-779eebc950bf,42.2980256258265,-71.4105778283225,6,5044.08
d42d1a08-d451-4677-bff3-8955c1518237,42.2465473262398,-71.4304945725497,31,13610.57
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.1828314472932,-71.4450039830806,25,9821.88
3c2380cd-bd75-4eb9-bc86-50d8ee2495e7,42.150950709042,-71.5027345122537,30,18711.34
3c2380cd-bd75-4eb9-bc86-50d8ee2495e7,42.2014862121037,-71.4291722434266,18,9930.91
ef401cd6-8497-4dd9-be52-aab4dea1216b,42.294497179657,-71.5047180059384,13,8100.62
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.2418869877986,-71.4312750954196,18,5207.65
0e111858-11de-46d2-9483-3cb03e42ba88,42.2776368127845,-71.4094486182599,9,5055.87
433abc51-ab76-48a7-9202-a960bc37a2d7,42.3019604266858,-71.5099590426659,43,19358.75
8a448b46-7ed8-4419-a606-0318b8f93218,42.3112824446727,-71.2639401116336,19,11511.19
1f102e1d-337c-472b-ba5f-3437712873c4,42.3295321958978,-71.6305538493725,9,3836.11
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.147651591757,-71.4871321014841,8,3281.02
31df245b-19df-4bd6-9d9e-b3a069681ed0,42.1501822561134,-71.5022087992554,45,11115.24
433abc51-ab76-48a7-9202-a960bc37a2d7,42.2955579933857,-71.4475319652278,63,26369.69
cefc33e7-971a-44d9-b30d-e3bee4cb1cf3,42.293330418666,-71.3848943343696,5,3505.78
d42d1a08-d451-4677-bff3-8955c1518237,42.1989367722831,-71.4306514817864,19,8087.49
9c274123-cd90-4982-99b6-992e666e2299,42.3026242734566,-71.5101508206219,40,15757.88
371129da-ba0e-40d0-b030-3ad21c7f910f,42.2766041622522,-71.3572930608566,25,7238.4
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.2746984526335,-71.4207742465004,42,21122.09
5495b847-ae9e-47bb-9e3d-b3ce60d4dfef,42.3113199956012,-71.2640916564519,19,11488.5
dfb8d9c3-8066-4095-8495-81d7e20bab0e,42.346049239996,-71.55065486137,0,0
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.27655464,-71.41777396,5,703.21
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.1831036915245,-71.4444393780494,26,9877.35
c81fdb21-dacb-4a9e-918b-cb971bd51383,42.2730126841672,-71.4275535301896,23,6967.43
cefc33e7-971a-44d9-b30d-e3bee4cb1cf3,42.3015312732179,-71.3776630984344,8,4743.68
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3549488100379,-71.5541953774807,15,2973.06
7a307080-2e8d-4522-8d70-c49bbba41007,42.2854500881106,-71.3477564661358,0,0
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.2415946269986,-71.4332827289869,19,5375.97
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2801916170234,-71.4176199685109,97,26385.37
5495b847-ae9e-47bb-9e3d-b3ce60d4dfef,42.311931539293,-71.2629611052848,20,11603.6
a7dc8aea-c0f1-42e9-a643-7c8a13b73c85,42.2775120900579,-71.346709063453,96,22780.61
98077667-e2fc-41ea-b267-d3871d880ba9,42.1424574936901,-71.5179962824581,24,5594.05
1f102e1d-337c-472b-ba5f-3437712873c4,42.34129100092,-71.5644642153063,27,10377.55
a109327d-cbec-46e6-a60a-61463d171af5,42.2977359472356,-71.4881325655062,36,10610.93
cefc33e7-971a-44d9-b30d-e3bee4cb1cf3,42.3010632277169,-71.3880338602086,14,5722.65
a7dc8aea-c0f1-42e9-a643-7c8a13b73c85,42.2981905816907,-71.359300694424,70,16498.61
a109327d-cbec-46e6-a60a-61463d171af5,42.2818693388623,-71.4206012440086,6,787.73
3c2380cd-bd75-4eb9-bc86-50d8ee2495e7,42.27655464,-71.41777396,3,759.88
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.2112534768136,-71.425150270769,30,13457.6
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.2758142516502,-71.4208882403903,43,21246.43
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3543466540782,-71.5538051160458,16,3047.25
3515c50a-bf0a-4e5e-b913-a9ad9beeac86,42.3115466422765,-71.4389609658099,23,6260.75
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2874590627825,-71.425962980149,92,24979.94
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.2405619764663,-71.4318517703922,21,5546.73
c7743de3-d01d-4199-9fbb-e8f118f1103a,42.3023117960877,-71.505609840489,33,11561.36
0e111858-11de-46d2-9483-3cb03e42ba88,42.2758746013567,-71.411843831053,10,5333.59
3c2380cd-bd75-4eb9-bc86-50d8ee2495e7,42.1980489610463,-71.431426640238,19,10355.55
3c2380cd-bd75-4eb9-bc86-50d8ee2495e7,42.2272340790769,-71.4320529360803,14,6883.99
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.3305876452081,-71.4293237882449,69,17937.86
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2882369034432,-71.4274717228098,91,24828.77
d42d1a08-d451-4677-bff3-8955c1518237,42.1951548573467,-71.4347619673468,17,7540.98
1f102e1d-337c-472b-ba5f-3437712873c4,42.3485772221432,-71.5616680122416,33,12007.66
8a9da81a-4ee3-49f1-b6ad-12c629d12294,42.3453371134601,-71.5455546406242,7,1042.92
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.294373798035,-71.4321910698528,90,24044.22
d42d1a08-d451-4677-bff3-8955c1518237,42.1824639846363,-71.4449878898256,12,5831.6
5407f6ee-c026-43c8-87e8-c8a054fc08ac,42.2931145008275,-71.4673293511468,30,8495.23
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2963519273014,-71.4329715927226,89,23815.24
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.2422772492336,-71.4309264082269,35,17114
433abc51-ab76-48a7-9202-a960bc37a2d7,42.2758746013567,-71.411843831053,81,31658.11
068e1932-0d2b-4c84-84cd-94a46b344fc3,42.2007056892339,-71.4293707269055,18,8990.68
9c274123-cd90-4982-99b6-992e666e2299,42.2924962516127,-71.4363645873287,8,2803.13
fe5030ac-9111-435a-8667-e4e43ff86383,42.2999353587589,-71.3881719939811,20,6380.03
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.2388721846862,-71.4327020307006,22,5747.11
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2912409777189,-71.4136114068992,18,3465.38
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.2014862121037,-71.4291722434266,29,10091.96
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3478168158422,-71.5550174745928,18,3856.53
fe5030ac-9111-435a-8667-e4e43ff86383,42.3010793209719,-71.3880378835224,21,6507.62
31df245b-19df-4bd6-9d9e-b3a069681ed0,42.1326982756077,-71.5288431363608,0,0
2283e8cc-e928-46e1-b32a-85562bbb5478,42.2931037719908,-71.3862461677936,7,3421.34
a109327d-cbec-46e6-a60a-61463d171af5,42.2950550791654,-71.4474126069196,11,4371.46
d42d1a08-d451-4677-bff3-8955c1518237,42.1921413953389,-71.4362653455892,16,7183.98
9c274123-cd90-4982-99b6-992e666e2299,42.2938614960826,-71.4673078934734,16,6670.87
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2931238885596,-71.4091415053094,21,4032.96
8a9da81a-4ee3-49f1-b6ad-12c629d12294,42.3216947806892,-71.5305315870364,10,4044.12
9d15cdf2-682f-4266-9c6a-be106f6e1ce9,42.2093061929528,-71.5512355596564,22,15249.95
07e829ff-5804-4d57-8e6d-c0be702fc080,42.299239325478,-71.3745866045109,48,15852.08
068e1932-0d2b-4c84-84cd-94a46b344fc3,42.2417917693729,-71.4313850659958,25,13803.33
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3410455787805,-71.575801913488,28,7190.92
433abc51-ab76-48a7-9202-a960bc37a2d7,42.3293001848042,-71.6287044661465,9,3988.29
9d15cdf2-682f-4266-9c6a-be106f6e1ce9,42.2103643244722,-71.5495350390396,23,15432.75
98077667-e2fc-41ea-b267-d3871d880ba9,42.1274170057426,-71.5187996041059,35,7938.15
5407f6ee-c026-43c8-87e8-c8a054fc08ac,42.3023667813758,-71.3854482105642,10,892.09
d42d1a08-d451-4677-bff3-8955c1518237,42.2340951701459,-71.4310122389204,28,12181.51
d8ac22ca-890c-4be5-aa36-f58d27050ffc,42.2781558202598,-71.420086259847,2,250.96
d42d1a08-d451-4677-bff3-8955c1518237,42.239061280433,-71.4328146834859,29,12752.92
068e1932-0d2b-4c84-84cd-94a46b344fc3,42.2758746013567,-71.411843831053,47,19651.7
c7743de3-d01d-4199-9fbb-e8f118f1103a,42.3004007220507,-71.4373234771087,20,4890.88
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2851094475454,-71.421535993906,94,25572.66
a7dc8aea-c0f1-42e9-a643-7c8a13b73c85,42.3023761691079,-71.3851773074375,30,8332.65
8619c100-9480-4b5f-aab6-74496f51c774,42.2767905757898,-71.4114575929318,36,18654.72
433abc51-ab76-48a7-9202-a960bc37a2d7,42.3425047005716,-71.5672684649985,25,10451.15
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.346585681831,-71.5507259399132,5,647.84
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.282087,-71.416022,96,26137.14
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3487260847525,-71.5615258551554,20,4574.92
068e1932-0d2b-4c84-84cd-94a46b344fc3,42.2416630233325,-71.4330212135924,26,13938.68
c81fdb21-dacb-4a9e-918b-cb971bd51383,42.2688954930839,-71.4254023984314,36,9180.62
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.161110917396,-71.4836868037991,20,5660.91
433abc51-ab76-48a7-9202-a960bc37a2d7,42.3342019220711,-71.6081037585797,15,6079.91
433abc51-ab76-48a7-9202-a960bc37a2d7,42.2873544566247,-71.4261493936866,71,29159.39
371129da-ba0e-40d0-b030-3ad21c7f910f,42.3004275441424,-71.3883731596692,78,21972.62
a109327d-cbec-46e6-a60a-61463d171af5,42.3426978196322,-71.5616680122416,60,21596
c81fdb21-dacb-4a9e-918b-cb971bd51383,42.2654917696412,-71.4310189444434,31,8161.44
3515c50a-bf0a-4e5e-b913-a9ad9beeac86,42.2912382955097,-71.4094177728544,86,21210.28
5407f6ee-c026-43c8-87e8-c8a054fc08ac,42.3024324955006,-71.385107569999,9,863.16
5479da78-0187-4e93-80c9-29828406119e,42.2727618976093,-71.3968382118248,45,11504.51
c81fdb21-dacb-4a9e-918b-cb971bd51383,42.2449675050358,-71.4307158548066,47,12758
371129da-ba0e-40d0-b030-3ad21c7f910f,42.2991722702487,-71.3875671558122,79,22127.04
745a8001-29b1-41e0-bddb-7ad5c04392f2,42.275535301896,-71.4110485560327,47,22305.93
ef401cd6-8497-4dd9-be52-aab4dea1216b,42.29811145652,-71.440036531689,41,18139.01
a109327d-cbec-46e6-a60a-61463d171af5,42.2774034605863,-71.4187210153771,1,104.24
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3519554645989,-71.6172769139574,53,15665.37
5479da78-0187-4e93-80c9-29828406119e,42.2735115750737,-71.3967738388046,43,11413.28
a7dc8aea-c0f1-42e9-a643-7c8a13b73c85,42.2994431733753,-71.3766331301113,23,7056.5
371129da-ba0e-40d0-b030-3ad21c7f910f,42.2867898515934,-71.3819921840424,89,25122.72
9d15cdf2-682f-4266-9c6a-be106f6e1ce9,42.2758746013567,-71.411843831053,0,0
8619c100-9480-4b5f-aab6-74496f51c774,42.2612967944918,-71.4820788193988,16,10631.04
371129da-ba0e-40d0-b030-3ad21c7f910f,42.308639127531,-71.383972995518,64,19359.8
5407f6ee-c026-43c8-87e8-c8a054fc08ac,42.3014669001977,-71.3863507739515,13,1070.89
5479da78-0187-4e93-80c9-29828406119e,42.2728839381268,-71.3969776867019,42,11341.55
c9eef1c8-22de-4026-ac33-b9c516c7c7e2,42.2780498729974,-71.4201466095535,2,248.97
8619c100-9480-4b5f-aab6-74496f51c774,42.2051487687319,-71.5453065362755,0,0
31df245b-19df-4bd6-9d9e-b3a069681ed0,42.1574631129183,-71.5349907597894,14,4040.1
27f1e72f-6657-4eb1-ae9f-db74a0176749,42.2790503370196,-71.4093158489058,2,435.17
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3387455844131,-71.5901705080372,35,8770.38
5479da78-0187-4e93-80c9-29828406119e,42.2726505859286,-71.3968140719422,40,11311.16
a7dc8aea-c0f1-42e9-a643-7c8a13b73c85,42.2771915660615,-71.3517650277474,99,23209.81
1f102e1d-337c-472b-ba5f-3437712873c4,42.347161015699,-71.5464598862207,49,14947.46
31df245b-19df-4bd6-9d9e-b3a069681ed0,42.1583267842726,-71.5367435834851,17,4411.78
