trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
4,11:07:31,11:07:31,507,25,,0,0,0
4,11:08:19,11:08:19,508,26,,0,0,0
4,11:09:15,11:09:15,431,27,,0,0,0
4,11:10:00,11:10:00,503,28,,0,0,1
4,11:10:40,11:10:40,509,29,,0,0,0
4,11:11:06,11:11:06,510,30,,0,0,0
4,11:11:47,11:11:47,511,31,,0,0,0
4,11:12:22,11:12:22,512,32,,0,0,0
4,11:15:09,11:15:09,513,33,,0,0,0
4,11:17:31,11:17:31,171,34,,0,0,0
4,11:18:39,11:18:39,515,35,,0,0,0
4,11:19:45,11:19:45,50,36,,0,0,0
4,11:20:15,11:20:15,196,37,,0,0,0
4,11:21:01,11:21:01,333,38,,0,0,0
4,11:28:55,11:28:55,211,39,,0,0,0
4,11:30:00,11:30:00,100,40,,0,0,1
5,11:35:00,11:35:00,100,1,,0,0,1
5,11:35:53,11:35:53,428,2,,0,0,0
5,11:43:52,11:43:52,115,3,,0,0,0
5,11:44:38,11:44:38,116,4,,0,0,0
5,11:45:00,11:45:00,51,5,,0,0,1
5,11:47:53,11:47:53,514,6,,0,0,0
5,11:51:05,11:51:05,118,7,,0,0,0
5,11:54:29,11:54:29,119,8,,0,0,0
5,11:55:22,11:55:22,122,9,,0,0,0
5,11:56:03,11:56:03,536,10,,0,0,0
5,11:56:45,11:56:45,123,11,,0,0,0
5,11:57:20,11:57:20,124,12,,0,0,0
5,11:58:36,11:58:36,504,13,,0,0,0
5,11:59:26,11:59:26,541,14,,0,0,0
5,12:00:00,12:00:00,505,15,,0,0,1
5,12:00:49,12:00:49,125,16,,0,0,0
5,12:02:05,12:02:05,126,17,,0,0,0
5,12:02:33,12:02:33,127,18,,0,0,0
5,12:03:34,12:03:34,128,19,,0,0,0
5,12:04:40,12:04:40,560,20,,0,0,0
5,12:05:00,12:05:00,162,21,,0,0,1
5,12:05:16,12:05:16,502,22,,0,0,0
5,12:06:03,12:06:03,163,23,,0,0,0
5,12:07:06,12:07:06,506,24,,0,0,0
5,12:07:31,12:07:31,507,25,,0,0,0
5,12:08:19,12:08:19,508,26,,0,0,0
5,12:09:15,12:09:15,431,27,,0,0,0
5,12:10:00,12:10:00,503,28,,0,0,1
5,12:10:40,12:10:40,509,29,,0,0,0
5,12:11:06,12:11:06,510,30,,0,0,0
5,12:11:47,12:11:47,511,31,,0,0,0
5,12:12:22,12:12:22,512,32,,0,0,0
5,12:15:09,12:15:09,513,33,,0,0,0
5,12:17:31,12:17:31,171,34,,0,0,0
5,12:18:39,12:18:39,515,35,,0,0,0
5,12:19:45,12:19:45,50,36,,0,0,0
5,12:20:15,12:20:15,196,37,,0,0,0
5,12:21:01,12:21:01,333,38,,0,0,0
5,12:28:55,12:28:55,211,39,,0,0,0
5,12:30:00,12:30:00,100,40,,0,0,1
6,12:35:00,12:35:00,100,1,,0,0,1
6,12:35:53,12:35:53,428,2,,0,0,0
6,12:43:52,12:43:52,115,3,,0,0,0
6,12:44:38,12:44:38,116,4,,0,0,0
6,12:45:00,12:45:00,51,5,,0,0,1
6,12:47:53,12:47:53,514,6,,0,0,0
6,12:51:05,12:51:05,118,7,,0,0,0
6,12:54:29,12:54:29,119,8,,0,0,0
6,12:55:22,12:55:22,122,9,,0,0,0
6,12:56:03,12:56:03,536,10,,0,0,0
6,12:56:45,12:56:45,123,11,,0,0,0
6,12:57:20,12:57:20,124,12,,0,0,0
6,12:58:36,12:58:36,504,13,,0,0,0
6,12:59:26,12:59:26,541,14,,0,0,0
6,13:00:00,13:00:00,505,15,,0,0,1
6,13:00:49,13:00:49,125,16,,0,0,0
6,13:02:05,13:02:05,126,17,,0,0,0
6,13:02:33,13:02:33,127,18,,0,0,0
6,13:03:34,13:03:34,128,19,,0,0,0
6,13:04:40,13:04:40,560,20,,0,0,0
6,13:05:00,13:05:00,162,21,,0,0,1
6,13:05:16,13:05:16,502,22,,0,0,0
6,13:06:03,13:06:03,163,23,,0,0,0
6,13:07:06,13:07:06,506,24,,0,0,0
6,13:07:31,13:07:31,507,25,,0,0,0
6,13:08:19,13:08:19,508,26,,0,0,0
6,13:09:15,13:09:15,431,27,,0,0,0
6,13:10:00,13:10:00,503,28,,0,0,1
6,13:10:40,13:10:40,509,29,,0,0,0
6,13:11:06,13:11:06,510,30,,0,0,0
6,13:11:47,13:11:47,511,31,,0,0,0
6,13:12:22,13:12:22,512,32,,0,0,0
6,13:15:09,13:15:09,513,33,,0,0,0
6,13:17:31,13:17:31,171,34,,0,0,0
6,13:18:39,13:18:39,515,35,,0,0,0
6,13:19:45,13:19:45,50,36,,0,0,0
6,13:20:15,13:20:15,196,37,,0,0,0
6,13:21:01,13:21:01,333,38,,0,0,0
6,13:28:55,13:28:55,211,39,,0,0,0
6,13:30:00,13:30:00,100,40,,0,0,1
7,13:35:00,13:35:00,100,1,,0,0,1
7,13:35:53,13:35:53,428,2,,0,0,0
7,13:43:52,13:43:52,115,3,,0,0,0
7,13:44:38,13:44:38,116,4,,0,0,0
7,13:45:00,13:45:00,51,5,,0,0,1
7,13:47:53,13:47:53,514,6,,0,0,0
7,13:51:05,13:51:05,118,7,,0,0,0
7,13:54:29,13:54:29,119,8,,0,0,0
7,13:55:22,13:55:22,122,9,,0,0,0
7,13:56:03,13:56:03,536,10,,0,0,0
7,13:56:45,13:56:45,123,11,,0,0,0
7,13:57:20,13:57:20,124,12,,0,0,0
7,13:58:36,13:58:36,504,13,,0,0,0
7,13:59:26,13:59:26,541,14,,0,0,0
7,14:00:00,14:00:00,505,15,,0,0,1
7,14:00:49,14:00:49,125,16,,0,0,0
7,14:02:05,14:02:05,126,17,,0,0,0
7,14:02:33,14:02:33,127,18,,0,0,0
7,14:03:34,14:03:34,128,19,,0,0,0
7,14:04:40,14:04:40,560,20,,0,0,0
7,14:05:00,14:05:00,162,21,,0,0,1
7,14:05:16,14:05:16,502,22,,0,0,0
7,14:06:03,14:06:03,163,23,,0,0,0
7,14:07:06,14:07:06,506,24,,0,0,0
7,14:07:31,14:07:31,507,25,,0,0,0
7,14:08:19,14:08:19,508,26,,0,0,0
7,14:09:15,14:09:15,431,27,,0,0,0
7,14:10:00,14:10:00,503,28,,0,0,1
7,14:10:40,14:10:40,509,29,,0,0,0
7,14:11:06,14:11:06,510,30,,0,0,0
7,14:11:47,14:11:47,511,31,,0,0,0
7,14:12:22,14:12:22,512,32,,0,0,0
7,14:15:09,14:15:09,513,33,,0,0,0
7,14:17:31,14:17:31,171,34,,0,0,0
7,14:18:39,14:18:39,515,35,,0,0,0
7,14:19:45,14:19:45,50,36,,0,0,0
7,14:20:15,14:20:15,196,37,,0,0,0
7,14:21:01,14:21:01,333,38,,0,0,0
7,14:28:55,14:28:55,211,39,,0,0,0
7,14:30:00,14:30:00,100,40,,0,0,1
8,14:35:00,14:35:00,100,1,,0,0,1
8,14:35:53,14:35:53,428,2,,0,0,0
8,14:43:52,14:43:52,115,3,,0,0,0
8,14:44:38,14:44:38,116,4,,0,0,0
8,14:45:00,14:45:00,51,5,,0,0,1
8,14:47:53,14:47:53,514,6,,0,0,0
8,14:51:05,14:51:05,118,7,,0,0,0
8,14:54:29,14:54:29,119,8,,0,0,0
8,14:55:22,14:55:22,122,9,,0,0,0
8,14:56:03,14:56:03,536,10,,0,0,0
8,14:56:45,14:56:45,123,11,,0,0,0
8,14:57:20,14:57:20,124,12,,0,0,0
8,14:58:36,14:58:36,504,13,,0,0,0
8,14:59:26,14:59:26,541,14,,0,0,0
8,15:00:00,15:00:00,505,15,,0,0,1
8,15:00:49,15:00:49,125,16,,0,0,0
8,15:02:05,15:02:05,126,17,,0,0,0
8,15:02:33,15:02:33,127,18,,0,0,0
8,15:03:34,15:03:34,128,19,,0,0,0
8,15:04:40,15:04:40,560,20,,0,0,0
8,15:05:00,15:05:00,162,21,,0,0,1
8,15:05:16,15:05:16,502,22,,0,0,0
8,15:06:03,15:06:03,163,23,,0,0,0
8,15:07:06,15:07:06,506,24,,0,0,0
8,15:07:31,15:07:31,507,25,,0,0,0
8,15:08:19,15:08:19,508,26,,0,0,0
8,15:09:15,15:09:15,431,27,,0,0,0
8,15:10:00,15:10:00,503,28,,0,0,1
8,15:10:40,15:10:40,509,29,,0,0,0
8,15:11:06,15:11:06,510,30,,0,0,0
8,15:11:47,15:11:47,511,31,,0,0,0
8,15:12:22,15:12:22,512,32,,0,0,0
8,15:15:09,15:15:09,513,33,,0,0,0
8,15:17:31,15:17:31,171,34,,0,0,0
8,15:18:39,15:18:39,515,35,,0,0,0
8,15:19:45,15:19:45,50,36,,0,0,0
8,15:20:15,15:20:15,196,37,,0,0,0
8,15:21:01,15:21:01,333,38,,0,0,0
8,15:28:55,15:28:55,211,39,,0,0,0
8,15:30:00,15:30:00,100,40,,0,0,1
9,15:35:00,15:35:00,100,1,,0,0,1
9,15:35:53,15:35:53,428,2,,0,0,0
9,15:43:52,15:43:52,115,3,,0,0,0
9,15:44:38,15:44:38,116,4,,0,0,0
9,15:45:00,15:45:00,51,5,,0,0,1
9,15:47:53,15:47:53,514,6,,0,0,0
9,15:51:05,15:51:05,118,7,,0,0,0
9,15:54:29,15:54:29,119,8,,0,0,0
9,15:55:22,15:55:22,122,9,,0,0,0
9,15:56:03,15:56:03,536,10,,0,0,0
9,15:56:45,15:56:45,123,11,,0,0,0
9,15:57:20,15:57:20,124,12,,0,0,0
9,15:58:36,15:58:36,504,13,,0,0,0
9,15:59:26,15:59:26,541,14,,0,0,0
9,16:00:00,16:00:00,505,15,,0,0,1
9,16:00:49,16:00:49,125,16,,0,0,0
9,16:02:05,16:02:05,126,17,,0,0,0
9,16:02:33,16:02:33,127,18,,0,0,0
9,16:03:34,16:03:34,128,19,,0,0,0
9,16:04:40,16:04:40,560,20,,0,0,0
9,16:05:00,16:05:00,162,21,,0,0,1
9,16:05:16,16:05:16,502,22,,0,0,0
9,16:06:03,16:06:03,163,23,,0,0,0
9,16:07:06,16:07:06,506,24,,0,0,0
9,16:07:31,16:07:31,507,25,,0,0,0
9,16:08:19,16:08:19,508,26,,0,0,0
9,16:09:15,16:09:15,431,27,,0,0,0
9,16:10:00,16:10:00,503,28,,0,0,1
9,16:10:40,16:10:40,509,29,,0,0,0
9,16:11:06,16:11:06,510,30,,0,0,0
9,16:11:47,16:11:47,511,31,,0,0,0
9,16:12:22,16:12:22,512,32,,0,0,0
9,16:15:09,16:15:09,513,33,,0,0,0
9,16:17:31,16:17:31,171,34,,0,0,0
9,16:18:39,16:18:39,515,35,,0,0,0
9,16:19:45,16:19:45,50,36,,0,0,0
9,16:20:15,16:20:15,196,37,,0,0,0
9,16:21:01,16:21:01,333,38,,0,0,0
9,16:28:55,16:28:55,211,39,,0,0,0
9,16:30:00,16:30:00,100,40,,0,0,1
10,10:05:00,10:05:00,100,1,,0,0,1
10,10:05:53,10:05:53,428,2,,0,0,0
10,10:13:52,10:13:52,115,3,,0,0,0
10,10:14:38,10:14:38,116,4,,0,0,0
10,10:15:00,10:15:00,51,5,,0,0,1
10,10:17:53,10:17:53,514,6,,0,0,0
10,10:21:05,10:21:05,118,7,,0,0,0
10,10:24:29,10:24:29,119,8,,0,0,0
10,10:25:22,10:25:22,122,9,,0,0,0
10,10:26:03,10:26:03,536,10,,0,0,0
10,10:26:45,10:26:45,123,11,,0,0,0
10,10:27:20,10:27:20,124,12,,0,0,0
10,10:28:36,10:28:36,504,13,,0,0,0
10,10:29:26,10:29:26,541,14,,0,0,0
10,10:30:00,10:30:00,505,15,,0,0,1
10,10:30:49,10:30:49,125,16,,0,0,0
10,10:32:05,10:32:05,126,17,,0,0,0
10,10:32:33,10:32:33,127,18,,0,0,0
10,10:33:34,10:33:34,128,19,,0,0,0
10,10:34:40,10:34:40,560,20,,0,0,0
10,10:35:00,10:35:00,162,21,,0,0,1
10,10:35:16,10:35:16,502,22,,0,0,0
10,10:36:03,10:36:03,163,23,,0,0,0
10,10:37:06,10:37:06,506,24,,0,0,0
10,10:37:31,10:37:31,507,25,,0,0,0
10,10:38:19,10:38:19,508,26,,0,0,0
10,10:39:15,10:39:15,431,27,,0,0,0
10,10:40:00,10:40:00,503,28,,0,0,1
10,10:40:40,10:40:40,509,29,,0,0,0
10,10:41:06,10:41:06,510,30,,0,0,0
10,10:41:47,10:41:47,511,31,,0,0,0
10,10:42:22,10:42:22,512,32,,0,0,0
10,10:45:09,10:45:09,513,33,,0,0,0
10,10:47:31,10:47:31,171,34,,0,0,0
10,10:48:39,10:48:39,515,35,,0,0,0
10,10:49:45,10:49:45,50,36,,0,0,0
10,10:50:15,10:50:15,196,37,,0,0,0
10,10:51:01,10:51:01,333,38,,0,0,0
10,10:58:55,10:58:55,211,39,,0,0,0
10,11:00:00,11:00:00,100,40,,0,0,1
11,11:05:00,11:05:00,100,1,,0,0,1
11,11:05:53,11:05:53,428,2,,0,0,0
11,11:13:52,11:13:52,115,3,,0,0,0
11,11:14:38,11:14:38,116,4,,0,0,0
11,11:15:00,11:15:00,51,5,,0,0,1
11,11:17:53,11:17:53,514,6,,0,0,0
11,11:21:05,11:21:05,118,7,,0,0,0
11,11:24:29,11:24:29,119,8,,0,0,0
11,11:25:22,11:25:22,122,9,,0,0,0
11,11:26:03,11:26:03,536,10,,0,0,0
11,11:26:45,11:26:45,123,11,,0,0,0
11,11:27:20,11:27:20,124,12,,0,0,0
11,11:28:36,11:28:36,504,13,,0,0,0
11,11:29:26,11:29:26,541,14,,0,0,0
11,11:30:00,11:30:00,505,15,,0,0,1
11,11:30:49,11:30:49,125,16,,0,0,0
11,11:32:05,11:32:05,126,17,,0,0,0
11,11:32:33,11:32:33,127,18,,0,0,0
11,11:33:34,11:33:34,128,19,,0,0,0
11,11:34:40,11:34:40,560,20,,0,0,0
11,11:35:00,11:35:00,162,21,,0,0,1
11,11:35:16,11:35:16,502,22,,0,0,0
11,11:36:03,11:36:03,163,23,,0,0,0
11,11:37:06,11:37:06,506,24,,0,0,0
11,11:37:31,11:37:31,507,25,,0,0,0
11,11:38:19,11:38:19,508,26,,0,0,0
11,11:39:15,11:39:15,431,27,,0,0,0
11,11:40:00,11:40:00,503,28,,0,0,1
11,11:40:40,11:40:40,509,29,,0,0,0
11,11:41:06,11:41:06,510,30,,0,0,0
11,11:41:47,11:41:47,511,31,,0,0,0
11,11:42:22,11:42:22,512,32,,0,0,0
11,11:45:09,11:45:09,513,33,,0,0,0
11,11:47:31,11:47:31,171,34,,0,0,0
11,11:48:39,11:48:39,515,35,,0,0,0
11,11:49:45,11:49:45,50,36,,0,0,0
11,11:50:15,11:50:15,196,37,,0,0,0
11,11:51:01,11:51:01,333,38,,0,0,0
11,11:58:55,11:58:55,211,39,,0,0,0
11,12:00:00,12:00:00,100,40,,0,0,1
12,12:05:00,12:05:00,100,1,,0,0,1
12,12:05:53,12:05:53,428,2,,0,0,0
12,12:13:52,12:13:52,115,3,,0,0,0
12,12:14:38,12:14:38,116,4,,0,0,0
12,12:15:00,12:15:00,51,5,,0,0,1
12,12:17:53,12:17:53,514,6,,0,0,0
12,12:21:05,12:21:05,118,7,,0,0,0
12,12:24:29,12:24:29,119,8,,0,0,0
12,12:25:22,12:25:22,122,9,,0,0,0
12,12:26:03,12:26:03,536,10,,0,0,0
12,12:26:45,12:26:45,123,11,,0,0,0
12,12:27:20,12:27:20,124,12,,0,0,0
12,12:28:36,12:28:36,504,13,,0,0,0
12,12:29:26,12:29:26,541,14,,0,0,0
12,12:30:00,12:30:00,505,15,,0,0,1
12,12:30:49,12:30:49,125,16,,0,0,0
12,12:32:05,12:32:05,126,17,,0,0,0
12,12:32:33,12:32:33,127,18,,0,0,0
12,12:33:34,12:33:34,128,19,,0,0,0
12,12:34:40,12:34:40,560,20,,0,0,0
12,12:35:00,12:35:00,162,21,,0,0,1
12,12:35:16,12:35:16,502,22,,0,0,0
12,12:36:03,12:36:03,163,23,,0,0,0
12,12:37:06,12:37:06,506,24,,0,0,0
12,12:37:31,12:37:31,507,25,,0,0,0
12,12:38:19,12:38:19,508,26,,0,0,0
12,12:39:15,12:39:15,431,27,,0,0,0
12,12:40:00,12:40:00,503,28,,0,0,1
12,12:40:40,12:40:40,509,29,,0,0,0
12,12:41:06,12:41:06,510,30,,0,0,0
12,12:41:47,12:41:47,511,31,,0,0,0
12,12:42:22,12:42:22,512,32,,0,0,0
12,12:45:09,12:45:09,513,33,,0,0,0
12,12:47:31,12:47:31,171,34,,0,0,0
12,12:48:39,12:48:39,515,35,,0,0,0
12,12:49:45,12:49:45,50,36,,0,0,0
12,12:50:15,12:50:15,196,37,,0,0,0
12,12:51:01,12:51:01,333,38,,0,0,0
12,12:58:55,12:58:55,211,39,,0,0,0
12,13:00:00,13:00:00,100,40,,0,0,1
13,13:05:00,13:05:00,100,1,,0,0,1
13,13:05:53,13:05:53,428,2,,0,0,0
13,13:13:52,13:13:52,115,3,,0,0,0
13,13:14:38,13:14:38,116,4,,0,0,0
13,13:15:00,13:15:00,51,5,,0,0,1
13,13:17:53,13:17:53,514,6,,0,0,0
13,13:21:05,13:21:05,118,7,,0,0,0
13,13:24:29,13:24:29,119,8,,0,0,0
13,13:25:22,13:25:22,122,9,,0,0,0
13,13:26:03,13:26:03,536,10,,0,0,0
13,13:26:45,13:26:45,123,11,,0,0,0
13,13:27:20,13:27:20,124,12,,0,0,0
13,13:28:36,13:28:36,504,13,,0,0,0
13,13:29:26,13:29:26,541,14,,0,0,0
13,13:30:00,13:30:00,505,15,,0,0,1
13,13:30:49,13:30:49,125,16,,0,0,0
13,13:32:05,13:32:05,126,17,,0,0,0
13,13:32:33,13:32:33,127,18,,0,0,0
13,13:33:34,13:33:34,128,19,,0,0,0
13,13:34:40,13:34:40,560,20,,0,0,0
13,13:35:00,13:35:00,162,21,,0,0,1
13,13:35:16,13:35:16,502,22,,0,0,0
13,13:36:03,13:36:03,163,23,,0,0,0
13,13:37:06,13:37:06,506,24,,0,0,0
13,13:37:31,13:37:31,507,25,,0,0,0
13,13:38:19,13:38:19,508,26,,0,0,0
13,13:39:15,13:39:15,431,27,,0,0,0
13,13:40:00,13:40:00,503,28,,0,0,1
13,13:40:40,13:40:40,509,29,,0,0,0
13,13:41:06,13:41:06,510,30,,0,0,0
13,13:41:47,13:41:47,511,31,,0,0,0
13,13:42:22,13:42:22,512,32,,0,0,0
13,13:45:09,13:45:09,513,33,,0,0,0
13,13:47:31,13:47:31,171,34,,0,0,0
13,13:48:39,13:48:39,515,35,,0,0,0
13,13:49:45,13:49:45,50,36,,0,0,0
13,13:50:15,13:50:15,196,37,,0,0,0
13,13:51:01,13:51:01,333,38,,0,0,0
13,13:58:55,13:58:55,211,39,,0,0,0
13,14:00:00,14:00:00,100,40,,0,0,1
14,14:05:00,14:05:00,100,1,,0,0,1
14,14:05:53,14:05:53,428,2,,0,0,0
14,14:13:52,14:13:52,115,3,,0,0,0
14,14:14:38,14:14:38,116,4,,0,0,0
14,14:15:00,14:15:00,51,5,,0,0,1
14,14:17:53,14:17:53,514,6,,0,0,0
14,14:21:05,14:21:05,118,7,,0,0,0
14,14:24:29,14:24:29,119,8,,0,0,0
14,14:25:22,14:25:22,122,9,,0,0,0
14,14:26:03,14:26:03,536,10,,0,0,0
14,14:26:45,14:26:45,123,11,,0,0,0
14,14:27:20,14:27:20,124,12,,0,0,0
14,14:28:36,14:28:36,504,13,,0,0,0
14,14:29:26,14:29:26,541,14,,0,0,0
14,14:30:00,14:30:00,505,15,,0,0,1
14,14:30:49,14:30:49,125,16,,0,0,0
14,14:32:05,14:32:05,126,17,,0,0,0
14,14:32:33,14:32:33,127,18,,0,0,0
14,14:33:34,14:33:34,128,19,,0,0,0
14,14:34:40,14:34:40,560,20,,0,0,0
14,14:35:00,14:35:00,162,21,,0,0,1
14,14:35:16,14:35:16,502,22,,0,0,0
14,14:36:03,14:36:03,163,23,,0,0,0
14,14:37:06,14:37:06,506,24,,0,0,0
14,14:37:31,14:37:31,507,25,,0,0,0
14,14:38:19,14:38:19,508,26,,0,0,0
14,14:39:15,14:39:15,431,27,,0,0,0
14,14:40:00,14:40:00,503,28,,0,0,1
14,14:40:40,14:40:40,509,29,,0,0,0
14,14:41:06,14:41:06,510,30,,0,0,0
14,14:41:47,14:41:47,511,31,,0,0,0
14,14:42:22,14:42:22,512,32,,0,0,0
14,14:45:09,14:45:09,513,33,,0,0,0
14,14:47:31,14:47:31,171,34,,0,0,0
14,14:48:39,14:48:39,515,35,,0,0,0
14,14:49:45,14:49:45,50,36,,0,0,0
14,14:50:15,14:50:15,196,37,,0,0,0
14,14:51:01,14:51:01,333,38,,0,0,0
14,14:58:55,14:58:55,211,39,,0,0,0
14,15:00:00,15:00:00,100,40,,0,0,1
15,15:05:00,15:05:00,100,1,,0,0,1
15,15:05:53,15:05:53,428,2,,0,0,0
15,15:13:52,15:13:52,115,3,,0,0,0
15,15:14:38,15:14:38,116,4,,0,0,0
15,15:15:00,15:15:00,51,5,,0,0,1
15,15:17:53,15:17:53,514,6,,0,0,0
15,15:21:05,15:21:05,118,7,,0,0,0
15,15:24:29,15:24:29,119,8,,0,0,0
15,15:25:22,15:25:22,122,9,,0,0,0
15,15:26:03,15:26:03,536,10,,0,0,0
15,15:26:45,15:26:45,123,11,,0,0,0
15,15:27:20,15:27:20,124,12,,0,0,0
15,15:28:36,15:28:36,504,13,,0,0,0
15,15:29:26,15:29:26,541,14,,0,0,0
15,15:30:00,15:30:00,505,15,,0,0,1
15,15:30:49,15:30:49,125,16,,0,0,0
15,15:32:05,15:32:05,126,17,,0,0,0
