stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
10S040,,GH College Lower Lot,,46.9529793242936,-123.803284764289,ghc,,,,,
10S041,,GH College Upper Lot,,46.952347,-123.80247,ghc,,,,,
10S045,,GH College Entrance,,46.955431,-123.806259,ghc,,,,,
10S046,,GH College Exit,,46.955543,-123.806058,ghc,,,,,
10S050,,S Boone across from Elks,,46.955019,-123.807143,ghc,,,,,
10S055,,Boone at Huntley,,46.9586858461322,-123.804523944854,ghc,,,,,
10S060,,Harding & Huntley,,46.958717,-123.813469,ghc,,,,,
10S070,,Leisure Manor,,46.9628138616058,-123.799331188201,ghc,,,,,
10S080,,Boone at MacFarlane NorthBound,,46.965016,-123.802209,ghc,,,,,
10S085,,Huntley & Evans,,46.958928,-123.793616,ghc,,,,,
10S090,,Lawrence at Cushing,,46.9673241094916,-123.794916272163,ghc,,,,,
10S095,,Boone & Marion,,46.968671,-123.802207,ghc,,,,,
10S100,,Boone behind Swanson,,46.969925,-123.803242,ghc,,,,,
